staff_id,first_name,last_name,gender,hospital,city,state,department,job_title,education_level,hire_date,birth_date,performance_rating,night_shift,shift_type,certification_level,base_salary,adjusted_salary,termdate
HC-738084,Janice,Lambert,Female,Metro Medical,San Diego,California,Pediatrics,Child Therapist,Master,2020-02-20,1993-04-19,Good,Yes,Evening,Basic,106260,130827,
HC-376377,Carrie,Bowers,Male,Mercy Hospital,Tampa,Florida,Admin,Billing Specialist,Bachelor,2019-02-05,1984-09-02,Average,Yes,Day,None,60388,73236,
HC-117714,Mary,Arnold,Male,Hope Wellness Center,Rochester,New York,Pharmacy,Inventory Clerk,High School,2018-04-13,1994-08-10,Good,No,Day,Basic,117814,126945,
HC-518537,Brittany,Case,Male,Hope Wellness Center,Rochester,New York,Radiology,MRI Technician,Bachelor,2014-06-08,1989-03-06,Good,Yes,Night,None,122842,147288,
HC-991000,Donald,Hahn,Female,General Health Center,New York City,New York,Radiology,X-Ray Technician,Associate,2021-05-02,1982-08-02,Average,No,Night,None,60275,66588,
HC-694618,Shannon,Shepherd,Female,Sunrise Medical,Springfield,Illinois,Pediatrics,Child Therapist,Master,2021-11-17,1983-11-29,Good,Yes,Night,Specialized,125939,158645,
HC-922228,Joseph,Simon,Female,Valley Hospital,Orlando,Florida,Pediatrics,Pediatrician,MD,2019-04-07,1993-02-18,Good,No,Day,Specialized,40923,56682,2021-09-21
HC-521307,Madeline,Reed,Male,Unity Health,Buffalo,New York,Admin,Receptionist,High School,2021-04-17,1980-06-26,Needs Improvement,Yes,Day,None,46170,51364,
HC-576768,Mary,Flores,Female,Metro Medical,Orlando,Florida,Admin,Billing Specialist,Bachelor,2015-10-11,1978-02-16,Good,No,Day,Basic,90806,106042,
HC-680155,Megan,Thomas,Male,Metro Medical,San Diego,California,Cardiology,Technician,Associate,2022-11-04,1993-05-14,Good,Yes,Evening,Specialized,126684,143660,
HC-418544,Maria,Page,Female,Mercy Hospital,Los Angeles,California,Pharmacy,Inventory Clerk,High School,2023-01-07,2000-09-25,Good,Yes,Day,Advanced,45798,46227,
HC-541160,Bryan,Ross,Female,Mercy Hospital,Dallas,Texas,Pharmacy,Pharmacy Technician,Bachelor,2017-12-03,1979-11-24,Good,No,Night,Specialized,107969,125803,
HC-920972,Robert,Sampson,Male,Hope Wellness Center,Houston,Texas,Admin,Billing Specialist,Bachelor,2022-06-17,1994-03-18,Good,No,Evening,Advanced,130507,154683,
HC-567760,Derek,Abbott,Female,Valley Hospital,Miami,Florida,Radiology,Radiologist,MD,2021-06-21,1985-03-06,Good,No,Day,None,62388,88014,
HC-980661,Frank,Castro,Female,Sunrise Medical,New York City,New York,Admin,Billing Specialist,Bachelor,2023-04-30,1995-09-20,Average,No,Day,Advanced,83158,93418,
HC-456792,Kristin,Smith,Female,Sunrise Medical,Los Angeles,California,Pediatrics,Child Therapist,Master,2013-02-02,1981-07-09,Good,Yes,Evening,None,86855,109906,2016-03-11
HC-233146,Sierra,Montoya,Male,Hope Wellness Center,San Francisco,California,Cardiology,Technician,Associate,2014-03-08,1977-09-08,Good,Yes,Night,Basic,107708,126665,
HC-387150,Jennifer,Allen,Male,Metro Medical,Springfield,Illinois,Radiology,MRI Technician,Bachelor,2022-02-19,1992-06-02,Good,No,Day,Advanced,88187,105009,
HC-633830,Perry,Peck,Female,Valley Hospital,San Francisco,California,Admin,Billing Specialist,Bachelor,2016-12-03,1992-10-17,Good,Yes,Evening,None,80444,90999,
HC-606878,Nathan,Olson,Male,Metro Medical,Tampa,Florida,Radiology,Radiologist,MD,2020-01-22,1976-05-08,Good,No,Day,Basic,69729,105666,
HC-779662,Anna,Wolfe,Female,Hope Wellness Center,Orlando,Florida,Emergency,ER Nurse,Bachelor,2022-12-12,1994-02-03,Good,Yes,Evening,Specialized,54920,61839,
HC-440052,Autumn,Villegas,Female,Unity Health,Tampa,Florida,Admin,Billing Specialist,Bachelor,2021-08-11,1982-11-04,Good,Yes,Night,None,137472,159102,
HC-139294,Norma,Rodriguez,Male,Lakeside Clinic,San Diego,California,Emergency,Paramedic,Associate,2020-10-24,1984-02-01,Average,No,Night,Specialized,110480,127894,
HC-156032,Jacob,Miller,Female,Sunrise Medical,San Diego,California,Oncology,Oncologist,MD,2016-11-17,1985-09-28,Outstanding,No,Night,Advanced,86813,122471,2018-03-12
HC-547062,Jeremy,Montoya,Male,Valley Hospital,San Francisco,California,Radiology,MRI Technician,Bachelor,2017-10-16,1982-01-20,Good,No,Evening,Advanced,43242,52680,
HC-898262,Ashley,Gonzalez,Female,Unity Health,Orlando,Florida,Pediatrics,Pediatrician,MD,2022-01-12,1987-01-26,Good,Yes,Night,Specialized,79080,111055,
HC-953963,Russell,Edwards,Male,Valley Hospital,Orlando,Florida,Emergency,ER Doctor,MD,2014-01-06,1986-12-15,Needs Improvement,No,Day,Advanced,102883,152434,
HC-329249,Jonathan,Haynes,Female,Metro Medical,San Diego,California,Emergency,ER Nurse,Bachelor,2019-12-26,1991-02-01,Good,No,Day,Advanced,116322,131889,
HC-622420,William,Glover,Male,Mercy Hospital,Tampa,Florida,Pharmacy,Pharmacy Technician,Bachelor,2018-07-24,1991-04-30,Average,Yes,Night,Basic,126841,151385,
HC-560515,Kelly,Cochran,Female,Hope Wellness Center,New York City,New York,Emergency,ER Doctor,MD,2014-02-21,1980-07-26,Average,Yes,Night,Basic,133148,189973,
HC-139579,Taylor,Watkins,Male,Valley Hospital,San Diego,California,Radiology,Radiologist,MD,2019-07-28,1995-11-11,Outstanding,No,Evening,Advanced,132434,192195,
HC-794040,Robert,Anderson,Male,Metro Medical,Tampa,Florida,Admin,Receptionist,High School,2020-04-03,1991-12-15,Needs Improvement,Yes,Day,Basic,79332,86075,
HC-194864,Katie,Gutierrez,Female,General Health Center,Buffalo,New York,Oncology,Oncology Nurse,Bachelor,2022-09-24,1977-12-16,Average,No,Evening,None,112088,131188,
HC-463813,Laura,Robertson,Female,Mercy Hospital,Houston,Texas,Pharmacy,Inventory Clerk,High School,2021-02-21,1982-06-22,Average,No,Day,Specialized,90995,95738,2023-04-15
HC-125130,Linda,Shepherd,Female,Mercy Hospital,Houston,Texas,Admin,Receptionist,High School,2023-01-31,1992-11-25,Good,Yes,Evening,Specialized,101727,104614,
HC-843460,Jessica,Jones,Female,Sunrise Medical,Miami,Florida,Emergency,ER Nurse,Bachelor,2018-04-04,1973-01-17,Good,No,Day,Advanced,137387,162233,
HC-762898,Michael,Hoffman,Male,Lakeside Clinic,Springfield,Illinois,Oncology,Lab Technician,Bachelor,2017-08-11,1986-03-22,Outstanding,Yes,Night,None,122196,147521,
HC-610715,Isaac,Mcdonald,Female,Sunrise Medical,New York City,New York,Emergency,ER Nurse,Bachelor,2021-04-19,1980-12-20,Good,No,Day,Specialized,48341,56199,
HC-563421,Kristen,Chandler,Female,General Health Center,Miami,Florida,Pharmacy,Pharmacist,PhD,2017-06-09,1990-07-10,Outstanding,Yes,Day,None,107321,144139,
HC-796678,Nicole,Allen,Male,Metro Medical,Buffalo,New York,Pharmacy,Pharmacist,PhD,2018-11-14,1979-02-25,Average,Yes,Day,Advanced,52960,76766,
HC-338998,Alyssa,Sullivan,Female,Hope Wellness Center,Houston,Texas,Emergency,ER Nurse,Bachelor,2022-04-10,1979-07-18,Average,Yes,Evening,Specialized,131625,153366,
HC-161418,Benjamin,Patterson,Female,Mercy Hospital,Tampa,Florida,Admin,Billing Specialist,Bachelor,2019-03-12,1980-07-19,Good,Yes,Day,Specialized,98949,115034,
HC-401781,Veronica,Davies,Female,Mercy Hospital,Tampa,Florida,Admin,Admin Assistant,High School,2021-11-21,1995-12-05,Needs Improvement,Yes,Night,Basic,110256,112599,
HC-524744,Wesley,Payne,Female,Unity Health,San Diego,California,Emergency,ER Nurse,Bachelor,2020-12-19,1991-04-26,Average,Yes,Day,None,59865,67876,
HC-545385,Jeremy,Morse,Female,Valley Hospital,Rochester,New York,Cardiology,Technician,Associate,2017-10-18,1972-08-18,Outstanding,No,Day,Specialized,132678,149882,
HC-958962,Melissa,Sullivan,Female,Hope Wellness Center,Tampa,Florida,Pediatrics,Pediatrician,MD,2015-02-20,1987-01-18,Average,No,Evening,Specialized,99299,139449,
HC-582009,Matthew,Griffin,Male,Lakeside Clinic,Austin,Texas,Emergency,ER Doctor,MD,2020-06-11,1986-04-11,Needs Improvement,No,Evening,Specialized,97082,143839,2023-07-17
HC-181746,Brendan,Ward,Male,Lakeside Clinic,Naperville,Illinois,Emergency,ER Doctor,MD,2015-08-14,1983-05-09,Needs Improvement,No,Night,Specialized,71524,106696,2017-02-28
HC-391383,Michael,Sanders,Female,Valley Hospital,San Diego,California,Radiology,Radiologist,MD,2021-03-16,1998-03-08,Good,Yes,Day,Basic,57516,78743,
HC-813083,Makayla,Wheeler,Female,Hope Wellness Center,Austin,Texas,Emergency,Paramedic,Associate,2024-07-16,1994-05-02,Average,No,Night,None,49485,53187,
HC-318897,Kathy,Rodriguez,Male,General Health Center,San Francisco,California,Radiology,MRI Technician,Bachelor,2018-06-29,1983-09-12,Good,Yes,Night,Basic,95178,115689,
HC-611938,Jessica,Wade,Female,Lakeside Clinic,Buffalo,New York,Pharmacy,Pharmacy Technician,Bachelor,2020-08-07,1998-11-20,Good,No,Day,Specialized,99289,110761,
HC-744106,Cory,Miller,Male,Mercy Hospital,Rochester,New York,Oncology,Oncologist,MD,2017-02-06,1975-10-11,Average,Yes,Evening,Advanced,92901,141093,2019-07-31
HC-226141,Shelly,Davis,Male,General Health Center,Dallas,Texas,Emergency,ER Nurse,Bachelor,2017-12-26,1976-01-07,Good,Yes,Day,Basic,72153,89091,
HC-914601,Mark,Phillips,Male,Sunrise Medical,Buffalo,New York,Cardiology,Cardiac Nurse,Bachelor,2014-12-10,1983-09-06,Average,No,Evening,Advanced,96922,117809,
HC-422090,Brian,Park,Male,Hope Wellness Center,Austin,Texas,Pharmacy,Pharmacist,PhD,2022-03-03,1988-01-09,Outstanding,No,Day,None,112035,159118,
HC-502370,Jennifer,Watson,Female,Sunrise Medical,Rochester,New York,Pediatrics,Pediatrician,MD,2018-03-27,1992-10-25,Average,No,Evening,Basic,48714,67630,
HC-695183,Sarah,Hale,Female,General Health Center,Orlando,Florida,Pharmacy,Inventory Clerk,High School,2021-01-31,1988-03-05,Average,Yes,Night,Specialized,120260,124815,
HC-764488,Aaron,Miller,Female,Mercy Hospital,Austin,Texas,Pediatrics,Pediatric Nurse,Bachelor,2017-02-19,1990-06-09,Good,No,Night,Basic,103696,117844,
HC-818598,Lee,Leon,Male,Unity Health,Naperville,Illinois,Pharmacy,Pharmacy Technician,Bachelor,2017-07-25,1987-11-14,Good,Yes,Day,Advanced,119672,144145,
HC-147166,Brian,Moore,Male,Sunrise Medical,Austin,Texas,Cardiology,Cardiologist,MD,2016-06-01,1977-10-23,Average,Yes,Evening,None,63448,95933,
HC-879040,Samantha,Miller,Female,Metro Medical,San Diego,California,Radiology,X-Ray Technician,Associate,2017-02-10,1972-03-19,Good,No,Night,Basic,75531,85325,
HC-917351,Jennifer,White,Male,Mercy Hospital,Orlando,Florida,Pediatrics,Pediatric Nurse,Bachelor,2023-11-16,1993-12-18,Average,No,Night,Specialized,103060,122435,
HC-247515,Diana,Parks,Male,Valley Hospital,Chicago,Illinois,Cardiology,Cardiologist,MD,2019-04-05,1980-08-19,Average,No,Day,None,79412,119267,
HC-591595,Christina,Johnson,Female,Lakeside Clinic,Dallas,Texas,Pediatrics,Pediatrician,MD,2023-04-13,1999-12-14,Good,No,Evening,Advanced,76174,104043,
HC-496330,Travis,Hubbard,Male,Unity Health,Los Angeles,California,Cardiology,Technician,Associate,2021-09-14,1997-11-04,Good,No,Evening,Specialized,78326,87999,
HC-708446,Steven,Pierce,Female,Unity Health,Houston,Texas,Pharmacy,Pharmacist,PhD,2015-12-05,1991-09-15,Good,No,Day,Advanced,131315,175959,
HC-919637,Brittany,Diaz,Male,General Health Center,Miami,Florida,Pharmacy,Inventory Clerk,High School,2018-01-11,1980-03-25,Average,No,Evening,Advanced,68004,75654,2020-03-25
HC-166613,Karen,Jones,Male,Lakeside Clinic,San Francisco,California,Pediatrics,Pediatrician,MD,2022-01-04,2000-05-23,Needs Improvement,No,Evening,None,116436,167013,
HC-437883,Susan,Howell,Female,Valley Hospital,Buffalo,New York,Pediatrics,Pediatric Nurse,Bachelor,2016-12-19,1979-10-09,Average,Yes,Night,Specialized,95695,111501,
HC-199361,Alexander,Vaughn,Male,Sunrise Medical,Springfield,Illinois,Radiology,MRI Technician,Bachelor,2016-07-30,1972-01-02,Average,No,Night,Advanced,105804,131805,
HC-154104,Michael,Pace,Female,Unity Health,Orlando,Florida,Pediatrics,Pediatrician,MD,2014-11-16,1970-06-05,Good,No,Night,Specialized,71877,104857,
HC-189940,William,Hale,Female,Metro Medical,Dallas,Texas,Pediatrics,Pediatric Nurse,Bachelor,2016-10-04,1992-01-24,Good,No,Evening,None,48509,54874,
HC-362322,Amy,Sims,Male,Mercy Hospital,Houston,Texas,Radiology,Radiologist,MD,2018-11-28,1979-12-14,Good,No,Evening,Basic,122746,184763,
HC-208931,Veronica,Rogers,Male,Hope Wellness Center,San Francisco,California,Pediatrics,Pediatrician,MD,2018-08-12,1979-11-21,Good,No,Day,Specialized,52755,79409,
HC-147539,Susan,Howard,Female,Unity Health,Chicago,Illinois,Cardiology,Technician,Associate,2020-10-04,1978-03-30,Good,No,Night,Advanced,95475,106427,
HC-415823,Nathaniel,Bradley,Female,Unity Health,Dallas,Texas,Pediatrics,Pediatrician,MD,2017-02-23,1981-05-12,Needs Improvement,No,Day,Specialized,124189,176792,
HC-674531,Chad,Brown,Female,Mercy Hospital,Dallas,Texas,Emergency,Paramedic,Associate,2022-12-17,1996-07-26,Good,No,Evening,Basic,72032,77061,
HC-947915,Becky,Schneider,Female,Valley Hospital,Rochester,New York,Radiology,MRI Technician,Bachelor,2014-05-25,1984-06-05,Average,Yes,Day,Basic,41603,47931,
HC-523880,Robin,Holloway,Male,General Health Center,Houston,Texas,Pediatrics,Pediatrician,MD,2014-01-22,1986-07-19,Good,No,Day,Basic,105824,156791,
HC-552709,Jennifer,Woods,Female,Unity Health,Orlando,Florida,Radiology,X-Ray Technician,Associate,2024-01-17,1980-09-10,Good,No,Evening,None,128510,142610,
HC-442298,John,Mendoza,Female,Unity Health,San Francisco,California,Pharmacy,Pharmacist,PhD,2015-04-08,1970-09-05,Good,Yes,Day,None,77915,109456,
HC-926551,Jennifer,Huber,Female,Lakeside Clinic,Buffalo,New York,Admin,Admin Assistant,High School,2013-08-30,1978-07-27,Outstanding,No,Evening,None,53513,56811,
HC-430340,Keith,Carpenter,Female,Hope Wellness Center,Naperville,Illinois,Pediatrics,Pediatrician,MD,2016-12-17,1971-05-17,Average,No,Night,Basic,42502,61868,
HC-200084,Jeffrey,Smith,Female,Metro Medical,Miami,Florida,Emergency,ER Nurse,Bachelor,2018-06-28,1989-05-18,Outstanding,Yes,Day,Basic,56872,64780,
HC-242274,Melanie,Moore,Female,Sunrise Medical,Springfield,Illinois,Admin,Admin Assistant,High School,2016-04-29,1993-03-21,Average,No,Evening,Basic,116953,119994,
HC-236830,Cynthia,Poole,Male,General Health Center,San Francisco,California,Radiology,Radiologist,MD,2020-01-27,1997-03-19,Needs Improvement,No,Evening,Specialized,58328,84255,
HC-786833,Noah,Scott,Female,Hope Wellness Center,Orlando,Florida,Radiology,Radiologist,MD,2014-11-24,1971-03-08,Good,No,Night,None,49899,72635,
HC-219403,Daniel,Medina,Male,Metro Medical,Tampa,Florida,Emergency,ER Doctor,MD,2016-03-08,1985-01-23,Average,No,Day,Basic,115481,171489,
HC-205936,Jacob,Valentine,Female,Metro Medical,Orlando,Florida,Admin,Admin Assistant,High School,2016-09-13,1989-02-24,Good,No,Evening,Basic,107767,111593,
HC-497234,Kristina,Parker,Male,Valley Hospital,Houston,Texas,Oncology,Oncologist,MD,2021-11-08,1994-01-26,Outstanding,Yes,Day,Advanced,83979,122158,
HC-972838,Jo,Johnson,Male,Hope Wellness Center,Houston,Texas,Oncology,Oncology Nurse,Bachelor,2020-01-15,1988-11-22,Good,Yes,Day,Basic,79882,95998,
HC-294689,Robert,Rhodes,Female,Valley Hospital,Los Angeles,California,Pediatrics,Child Therapist,Master,2018-05-10,1987-01-03,Good,Yes,Night,Specialized,96124,119992,
HC-931574,Kathryn,Weaver,Female,Mercy Hospital,Houston,Texas,Radiology,Radiologist,MD,2015-11-29,1975-07-05,Good,No,Night,Specialized,96282,138917,
HC-302717,John,Hernandez,Male,Sunrise Medical,San Francisco,California,Cardiology,Cardiac Nurse,Bachelor,2015-11-25,1992-02-02,Good,No,Night,Advanced,72442,86260,
HC-558506,Philip,Robinson,Male,General Health Center,Rochester,New York,Oncology,Oncology Nurse,Bachelor,2020-02-19,1983-12-04,Good,Yes,Night,Basic,76271,92707,
HC-794022,Juan,Gregory,Female,Mercy Hospital,San Diego,California,Radiology,MRI Technician,Bachelor,2019-12-15,1977-12-03,Outstanding,No,Evening,Basic,121504,142208,
HC-594820,Stephen,Webster,Female,Unity Health,San Diego,California,Radiology,Radiologist,MD,2017-12-29,1993-07-22,Outstanding,No,Evening,Basic,90285,125054,
HC-523922,Tina,Hayes,Female,Sunrise Medical,Orlando,Florida,Pharmacy,Pharmacy Technician,Bachelor,2021-11-09,1981-11-10,Needs Improvement,No,Day,Advanced,103953,120580,
HC-901144,Christopher,Watkins,Male,Lakeside Clinic,Tampa,Florida,Pharmacy,Pharmacy Technician,Bachelor,2024-08-04,1991-06-04,Average,No,Day,None,121210,144664,
HC-536790,Gary,Williams,Female,Lakeside Clinic,Chicago,Illinois,Emergency,ER Nurse,Bachelor,2017-12-13,1987-03-29,Good,Yes,Evening,Advanced,68727,78643,
HC-361319,Emily,Khan,Male,Mercy Hospital,Orlando,Florida,Cardiology,Cardiac Nurse,Bachelor,2022-10-18,1978-11-19,Good,No,Evening,Basic,77819,95659,
HC-562979,Donald,Wood,Male,General Health Center,Austin,Texas,Oncology,Oncology Nurse,Bachelor,2023-07-09,1989-01-29,Good,Yes,Evening,Advanced,127414,152769,
HC-344659,Steven,Ford,Male,Sunrise Medical,New York City,New York,Pharmacy,Pharmacy Technician,Bachelor,2016-01-10,1976-08-05,Average,No,Night,Specialized,56683,69989,2016-09-13
HC-898898,Aaron,Wallace,Male,Lakeside Clinic,Miami,Florida,Cardiology,Technician,Associate,2022-02-03,1982-05-06,Good,Yes,Night,Advanced,138033,160515,
HC-361977,Fernando,Reeves,Female,Lakeside Clinic,San Francisco,California,Oncology,Oncologist,MD,2017-07-20,1973-03-07,Good,Yes,Evening,Specialized,117645,170494,
HC-258056,Ryan,Bernard,Female,General Health Center,Orlando,Florida,Admin,Receptionist,High School,2014-02-06,1977-10-17,Average,No,Day,Basic,124011,131948,2016-07-11
HC-579898,Jessica,Jackson,Female,Hope Wellness Center,Naperville,Illinois,Pharmacy,Inventory Clerk,High School,2020-05-08,1985-11-28,Average,No,Day,Basic,82464,86175,2022-06-10
HC-384639,Kristi,Boyd,Female,Mercy Hospital,Austin,Texas,Pharmacy,Pharmacist,PhD,2023-11-28,1992-09-20,Good,Yes,Evening,Advanced,105563,141126,
HC-885470,Gina,Cunningham,Female,Valley Hospital,Austin,Texas,Pediatrics,Pediatric Nurse,Bachelor,2016-06-07,1976-10-09,Average,Yes,Day,Specialized,53273,62490,
HC-512401,Wesley,Lewis,Female,Unity Health,San Francisco,California,Pediatrics,Child Therapist,Master,2019-05-16,1988-07-19,Good,No,Night,Specialized,117363,146170,
HC-769951,Christopher,Chapman,Female,Metro Medical,San Diego,California,Pharmacy,Pharmacist,PhD,2020-04-24,1981-09-30,Good,No,Night,None,94431,129451,
HC-200853,Hannah,Ruiz,Male,Unity Health,Austin,Texas,Emergency,ER Nurse,Bachelor,2022-09-14,1979-02-04,Needs Improvement,No,Night,None,53304,65377,
HC-512773,Angela,Williams,Female,Sunrise Medical,Miami,Florida,Emergency,Paramedic,Associate,2020-01-19,1976-12-28,Needs Improvement,Yes,Evening,None,43830,49076,
HC-356736,Matthew,Young,Male,Lakeside Clinic,Los Angeles,California,Oncology,Oncologist,MD,2019-07-14,1991-10-22,Average,No,Evening,Basic,89747,131457,
HC-161793,Cassandra,Robinson,Female,Metro Medical,Chicago,Illinois,Pediatrics,Pediatric Nurse,Bachelor,2020-07-18,1998-05-17,Good,Yes,Day,Advanced,110294,123037,
HC-743348,Sherri,Romero,Female,Metro Medical,Rochester,New York,Radiology,X-Ray Technician,Associate,2021-07-31,1982-11-24,Outstanding,No,Night,None,112867,124688,
HC-246735,Linda,Hill,Male,Valley Hospital,Orlando,Florida,Cardiology,Cardiac Nurse,Bachelor,2021-12-16,1981-04-24,Average,No,Day,None,57277,69935,2023-04-23
HC-228435,Brian,Davis,Female,Metro Medical,New York City,New York,Admin,Receptionist,High School,2018-07-07,1990-03-03,Good,No,Night,Advanced,97936,101180,
HC-516138,Karen,Martin,Female,General Health Center,San Francisco,California,Admin,Admin Assistant,High School,2017-01-20,1987-07-20,Good,No,Day,Basic,90934,94594,
HC-983370,Christina,Herrera,Female,Mercy Hospital,Tampa,Florida,Admin,Billing Specialist,Bachelor,2017-08-16,1983-11-02,Average,No,Day,Basic,118361,136674,
HC-214173,Jeremy,Bates,Female,Sunrise Medical,Tampa,Florida,Pharmacy,Pharmacy Technician,Bachelor,2015-02-26,1975-04-02,Good,Yes,Night,Advanced,41487,48773,
HC-325686,Joshua,Freeman,Male,General Health Center,New York City,New York,Oncology,Oncology Nurse,Bachelor,2022-04-12,1992-03-18,Good,Yes,Night,None,127525,151850,
HC-215172,David,Curry,Female,Mercy Hospital,Buffalo,New York,Admin,Admin Assistant,High School,2020-07-10,1976-02-10,Good,No,Evening,Advanced,114338,121927,
HC-582517,Robert,Ashley,Male,General Health Center,Houston,Texas,Oncology,Oncologist,MD,2020-05-11,1984-08-07,Average,No,Night,None,93961,139849,
HC-815053,James,Smith,Male,Lakeside Clinic,Naperville,Illinois,Admin,Billing Specialist,Bachelor,2016-02-16,1984-08-16,Average,Yes,Day,None,44307,53733,
HC-209973,Alexander,Johnson,Female,Lakeside Clinic,San Francisco,California,Oncology,Oncology Nurse,Bachelor,2014-03-17,1981-01-19,Good,Yes,Night,None,54888,63667,
HC-520848,Sharon,Dominguez,Male,Valley Hospital,Chicago,Illinois,Pediatrics,Child Therapist,Master,2016-03-20,1975-02-17,Good,No,Evening,None,139800,188730,
HC-890993,Jennifer,Jimenez,Female,General Health Center,Naperville,Illinois,Admin,Admin Assistant,High School,2016-11-06,1987-02-16,Good,No,Evening,Advanced,68238,70985,
HC-599371,Nancy,Sanchez,Male,Unity Health,Los Angeles,California,Emergency,Paramedic,Associate,2018-09-19,1981-01-16,Good,No,Night,Basic,129869,151362,
HC-386923,Kimberly,Anderson,Male,Metro Medical,Buffalo,New York,Cardiology,Technician,Associate,2021-02-04,1990-05-03,Good,No,Day,Advanced,51614,58937,
HC-863751,Brandon,King,Male,Lakeside Clinic,San Francisco,California,Emergency,ER Doctor,MD,2023-03-13,1988-09-05,Average,No,Evening,Basic,44941,66282,
HC-177503,Mallory,Cooper,Female,Hope Wellness Center,Dallas,Texas,Pharmacy,Pharmacy Technician,Bachelor,2023-10-16,1999-03-26,Good,No,Day,Specialized,41366,46037,
HC-396669,Maria,Bryant,Female,Mercy Hospital,Orlando,Florida,Pediatrics,Child Therapist,Master,2020-05-09,1980-11-25,Good,Yes,Night,None,43265,54871,
HC-149870,Cody,Medina,Male,Hope Wellness Center,Orlando,Florida,Pediatrics,Pediatric Nurse,Bachelor,2020-02-18,1993-01-26,Good,Yes,Day,Basic,109420,129991,
HC-689112,Andrew,Martin,Male,Hope Wellness Center,Chicago,Illinois,Emergency,ER Nurse,Bachelor,2022-08-06,1997-06-01,Average,Yes,Evening,None,138040,162473,
HC-175868,Nicole,Jennings,Male,Valley Hospital,New York City,New York,Pediatrics,Child Therapist,Master,2020-09-27,1991-06-20,Good,No,Evening,Basic,55989,72898,
HC-986709,Nicholas,Franklin,Female,Hope Wellness Center,Miami,Florida,Admin,Admin Assistant,High School,2016-11-10,1971-02-27,Average,No,Evening,Advanced,112550,121357,
HC-373817,Kaitlyn,Schmidt,Female,Hope Wellness Center,New York City,New York,Pediatrics,Pediatrician,MD,2024-02-13,1996-10-13,Average,Yes,Evening,Basic,49789,68484,
HC-546134,Joseph,Wilkinson,Female,Hope Wellness Center,Naperville,Illinois,Oncology,Oncologist,MD,2020-09-27,1980-10-26,Average,No,Night,None,103656,147894,
HC-978007,Carl,Hughes,Female,Metro Medical,San Diego,California,Pediatrics,Child Therapist,Master,2014-03-01,1975-07-26,Average,No,Evening,None,50464,64720,
HC-439660,Laurie,Harris,Male,Sunrise Medical,Chicago,Illinois,Oncology,Oncology Nurse,Bachelor,2014-02-13,1970-06-27,Good,Yes,Day,Specialized,55205,69075,
HC-313152,Walter,Richardson,Male,General Health Center,San Diego,California,Radiology,Radiologist,MD,2021-07-22,1996-05-14,Average,No,Night,Advanced,42126,60993,
HC-241933,Maureen,Skinner,Female,Unity Health,Rochester,New York,Admin,Receptionist,High School,2023-11-27,1980-06-17,Average,Yes,Day,Basic,108256,114413,
HC-682636,Karen,Macdonald,Female,Hope Wellness Center,Dallas,Texas,Admin,Billing Specialist,Bachelor,2014-05-20,1990-09-12,Good,No,Day,Basic,109942,124942,
HC-581691,Sarah,Miller,Male,Hope Wellness Center,Los Angeles,California,Cardiology,Technician,Associate,2017-07-06,1991-05-24,Average,No,Evening,None,119635,136294,
HC-323479,Michael,Turner,Male,Lakeside Clinic,Austin,Texas,Admin,Receptionist,High School,2018-04-15,1980-10-05,Average,No,Evening,Specialized,89881,99993,2021-01-05
HC-408872,Jonathan,Douglas,Female,Unity Health,Tampa,Florida,Oncology,Oncology Nurse,Bachelor,2015-06-10,1991-06-07,Good,No,Day,None,44916,50927,
HC-768102,Tina,Cohen,Female,Metro Medical,Houston,Texas,Admin,Receptionist,High School,2017-08-09,1992-03-09,Needs Improvement,No,Night,Specialized,56005,57594,
HC-920466,Jeffrey,Butler,Female,Mercy Hospital,San Francisco,California,Pediatrics,Child Therapist,Master,2024-01-04,1997-08-24,Average,No,Day,Basic,55593,67812,
HC-465272,Nicholas,Chavez,Female,General Health Center,Miami,Florida,Pharmacy,Pharmacy Technician,Bachelor,2022-02-17,1998-03-03,Outstanding,No,Night,Basic,50800,56669,
HC-451813,Dennis,Macias,Male,Unity Health,Springfield,Illinois,Pediatrics,Pediatrician,MD,2017-02-12,1982-04-18,Outstanding,No,Night,Specialized,126755,189515,
HC-294559,Dylan,Robinson,Male,Mercy Hospital,Austin,Texas,Emergency,ER Nurse,Bachelor,2014-05-30,1975-02-20,Good,No,Evening,Advanced,84188,104183,
HC-275343,Maria,Cooper,Female,Valley Hospital,San Francisco,California,Emergency,ER Nurse,Bachelor,2015-08-27,1973-09-11,Outstanding,No,Evening,Advanced,49837,58850,
HC-102114,Joseph,Hernandez,Female,Lakeside Clinic,Dallas,Texas,Admin,Admin Assistant,High School,2020-09-04,1989-11-06,Good,No,Evening,None,132744,137456,
HC-589207,Daisy,Friedman,Female,Lakeside Clinic,Los Angeles,California,Oncology,Lab Technician,Bachelor,2019-07-14,1975-06-29,Average,Yes,Night,Advanced,108235,127244,
HC-651248,Valerie,Clements,Male,Valley Hospital,Rochester,New York,Admin,Receptionist,High School,2018-08-13,1977-09-27,Needs Improvement,No,Evening,Basic,47648,53366,2020-11-26
HC-132113,Sarah,Hernandez,Female,Mercy Hospital,New York City,New York,Pediatrics,Pediatric Nurse,Bachelor,2014-03-29,1972-04-23,Good,Yes,Night,Advanced,96713,114456,
